hostname,n_planets,avg_pl_rade,first_disc_year,last_disc_year
Kepler-258,2,3.835,2014,2014
Kepler-259,2,2.75,2014,2014
Kepler-260,2,1.875,2014,2014
Kepler-261,2,2.09,2014,2014
Kepler-262,2,1.5,2014,2014
Kepler-263,2,2.57,2014,2014
Kepler-264,2,3.08,2014,2014
Kepler-266,2,3.185,2014,2014
Kepler-268,2,2.965,2014,2014
Kepler-269,2,2.08,2014,2014
Kepler-270,2,1.89,2014,2014
Kepler-273,2,1.74,2014,2014
Kepler-274,2,1.69,2014,2014
Kepler-277,2,3.14,2013,2013
Kepler-278,2,3.612,2014,2014
Kepler-28,2,1.908,2011,2011
Kepler-280,2,1.73,2014,2014
Kepler-283,2,1.975,2014,2014
Kepler-284,2,2.425,2014,2014
Kepler-285,2,1.23,2014,2014
Kepler-287,2,2.795,2014,2014
Kepler-29,2,2.445,2011,2011
Kepler-291,2,2.02,2014,2014
Kepler-293,2,3.45,2014,2014
Kepler-294,2,2.24,2014,2014
Kepler-297,2,4.705,2014,2014
Kepler-300,2,1.96,2014,2014
Kepler-302,2,8.255,2014,2014
Kepler-303,2,1.015,2014,2014
Kepler-307,2,2.315,2013,2013
Kepler-308,2,2.14,2014,2014
Kepler-309,2,2.035,2014,2014
Kepler-312,2,2.22,2014,2014
Kepler-313,2,2.55,2014,2014
Kepler-314,2,1.865,2014,2014
Kepler-315,2,3.96,2014,2014
Kepler-316,2,1.11,2014,2014
Kepler-317,2,1.905,2014,2014
Kepler-318,2,4.195,2014,2014
Kepler-320,2,1.255,2014,2014
Kepler-321,2,2.045,2014,2014
Kepler-322,2,1.34,2014,2014
Kepler-323,2,1.476,2014,2014
Kepler-328,2,3.85,2013,2013
Kepler-329,2,1.665,2014,2014
Kepler-330,2,1.65,2014,2014
Kepler-333,2,1.215,2014,2014
Kepler-335,2,3.23,2014,2014
Kepler-337,2,1.795,2014,2014
Kepler-340,2,2.95,2014,2014
Kepler-343,2,2.215,2014,2014
Kepler-344,2,2.78,2014,2014
Kepler-345,2,0.97,2014,2014
Kepler-346,2,2.865,2014,2014
Kepler-348,2,1.425,2014,2014
Kepler-349,2,1.93,2014,2014
Kepler-353,2,1.135,2014,2014
Kepler-355,2,2.085,2014,2014
Kepler-356,2,1.69,2014,2014
Kepler-358,2,2.785,2014,2014
Kepler-36,2,2.589,2012,2012
Kepler-360,2,1.875,2014,2014
Kepler-361,2,1.985,2014,2014
Kepler-362,2,1.165,2014,2014
Kepler-364,2,1.85,2014,2014
Kepler-365,2,1.84,2014,2014
Kepler-366,2,1.625,2014,2014
Kepler-367,2,1.25,2014,2014
Kepler-368,2,3.57,2014,2014
Kepler-369,2,1.27,2014,2014
Kepler-370,2,1.75,2014,2014
Kepler-371,2,1.835,2014,2014
Kepler-373,2,1.3,2014,2014
Kepler-375,2,2.05,2014,2014
Kepler-376,2,1.43,2014,2014
Kepler-377,2,1.725,2014,2014
Kepler-378,2,0.725,2014,2014
Kepler-379,2,1.975,2014,2014
Kepler-380,2,1.23,2014,2014
Kepler-382,2,1.455,2014,2014
Kepler-383,2,1.28,2014,2014
Kepler-384,2,1.125,2014,2014
Kepler-386,2,1.485,2014,2014
Kepler-387,2,0.96,2014,2014
Kepler-388,2,0.835,2014,2014
Kepler-389,2,1.485,2014,2014
Kepler-390,2,0.805,2014,2014
Kepler-391,2,2.69,2014,2014
Kepler-392,2,1.05,2014,2014
Kepler-393,2,1.31,2014,2014
Kepler-395,2,1.175,2014,2014
Kepler-396,2,4.4,2013,2013
Kepler-397,2,4.32,2014,2014
Kepler-400,2,1.57,2014,2014
Kepler-404,2,1.495,2014,2014
Kepler-405,2,3.37,2014,2014
Kepler-406,2,1.14,2014,2014
Kepler-407,2,6.745,2014,2014
Kepler-414,2,2.36,2014,2014
Kepler-415,2,1.61,2014,2014
Kepler-417,2,2.5,2014,2014
Kepler-418,2,9.336,2014,2021
Kepler-419,2,11.7,2014,2014
Kepler-424,2,11.34,2014,2014
Kepler-430,2,2.5,2015,2015
Kepler-432,2,13.067,2015,2015
Kepler-436,2,2.53,2015,2016
Kepler-449,2,2.41,2015,2015
Kepler-462,2,3.5,2016,2020
Kepler-466,2,2.05,2016,2016
Kepler-495,2,3.225,2016,2021
Kepler-50,2,1.94,2012,2012
Kepler-501,2,2.991,2016,2021
Kepler-511,2,5.28,2016,2021
Kepler-520,2,1.365,2016,2016
Kepler-524,2,1.435,2016,2016
Kepler-534,2,1.734,2016,2021
Kepler-539,2,10.837,2016,2016
Kepler-553,2,8.16,2016,2016
Kepler-561,2,4.82,2016,2016
Kepler-57,2,2.665,2012,2012
Kepler-589,2,1.694,2016,2021
Kepler-59,2,1.54,2012,2012
Kepler-595,2,2.359,2016,2020
Kepler-598,2,2.262,2016,2020
Kepler-605,2,1.15,2016,2016
Kepler-607,2,1.815,2016,2021
Kepler-610,2,3.745,2016,2016
Kepler-625,2,1.52,2016,2016
Kepler-633,2,1.963,2016,2021
Kepler-647,2,2.586,2016,2020
Kepler-653,2,1.365,2016,2016
Kepler-656,2,2.265,2016,2023
Kepler-69,2,1.975,2013,2013
Kepler-712,2,4.13,2016,2016
Kepler-716,2,2.146,2016,2020
Kepler-722,2,2.725,2016,2016
Kepler-725,2,6.94,2016,2025
Kepler-730,2,6.95,2016,2018
Kepler-732,2,1.725,2016,2016
Kepler-750,2,2.345,2016,2016
Kepler-755,2,1.51,2016,2016
Kepler-760,2,2.27,2016,2016
Kepler-769,2,2.355,2016,2016
Kepler-783,2,1.556,2016,2020
Kepler-784,2,1.565,2016,2023
Kepler-799,2,4.83,2016,2021
Kepler-804,2,1.54,2016,2016
Kepler-825,2,1.685,2016,2016
Kepler-864,2,2.01,2016,2023
Kepler-865,2,1.69,2016,2023
Kepler-87,2,9.815,2013,2013
Kepler-879,2,1.485,2016,2024
Kepler-880,2,2.765,2016,2023
Kepler-887,2,1.485,2016,2016
Kepler-896,2,2.84,2016,2023
Kepler-903,2,2.27,2016,2016
Kepler-913,2,2.959,2016,2021
Kepler-920,2,3.11,2016,2016
Kepler-93,2,1.478,2014,2014
Kepler-937,2,3.195,2016,2016
Kepler-94,2,8.005,2014,2014
Kepler-949,2,2.94,2016,2023
Kepler-953,2,2.7,2016,2016
Kepler-963,2,1.63,2016,2024
Kepler-967,2,3.0,2016,2016
Kepler-969,2,1.53,2016,2016
Kepler-97,2,1.48,2014,2014
Kepler-974,2,1.09,2013,2016
Kepler-975,2,6.085,2016,2023
Kepler-990,2,2.065,2016,2016
LHS 1140,2,1.501,2017,2018
LP 890-9,2,1.344,2022,2022
LTT 1445 A,2,1.244,2019,2022
LTT 3780,2,1.858,2020,2020
LkCa 15,2,,2015,2015
NN Ser,2,12.95,2010,2010
NY Vir,2,13.05,2011,2019
OGLE-2006-BLG-109L,2,12.55,2008,2008
OGLE-2012-BLG-0026L,2,10.81,2012,2012
OGLE-2014-BLG-1722L,2,9.795,2018,2018
OGLE-2018-BLG-1011L,2,13.35,2019,2019
OGLE-2019-BLG-0468L,2,12.8,2022,2022
Pr0211,2,13.0,2012,2016
Proxima Cen,2,0.856,2016,2025
TIC 139270665,2,10.065,2024,2024
TIC 279401253,2,11.904,2023,2023
TIC 434398831,2,4.57,2025,2025
TOI-1052,2,4.675,2023,2023
TOI-1062,2,2.683,2021,2021
TOI-1064,2,2.619,2022,2022
TOI-1130,2,8.33,2020,2020
TOI-1224,2,2.494,2024,2024
TOI-1238,2,1.66,2022,2022
TOI-1272,2,4.541,2022,2022
TOI-1288,2,8.034,2022,2022
TOI-1294,2,12.212,2024,2024
TOI-1338 A,2,8.981,2020,2023
TOI-1346,2,2.31,2025,2025
TOI-1347,2,1.7,2024,2024
TOI-1386,2,8.258,2024,2024
TOI-1408,2,13.61,2023,2024
TOI-1410,2,4.365,2024,2024
TOI-1422,2,3.22,2022,2025
TOI-1438,2,2.895,2025,2025
TOI-1450 A,2,1.13,2024,2024
TOI-1453,2,1.699,2025,2025
TOI-1468,2,1.764,2022,2022
TOI-1470,2,2.325,2023,2023
TOI-1472,2,3.696,2024,2025
TOI-1634,2,1.773,2021,2022
TOI-1669,2,8.198,2023,2024
TOI-1670,2,6.562,2022,2022
TOI-1694,2,9.571,2023,2023
TOI-1736,2,7.841,2023,2023
TOI-1782,2,2.104,2024,2024
TOI-1798,2,1.956,2024,2024
TOI-1803,2,3.64,2025,2025
TOI-1836,2,5.302,2024,2024
TOI-199,2,10.24,2023,2023
TOI-2000,2,5.42,2023,2023
TOI-201,2,11.478,2021,2025
TOI-2015,2,3.12,2023,2025
TOI-2093,2,2.775,2025,2025
TOI-2095,2,1.29,2023,2023
TOI-2096,2,1.579,2023,2023
TOI-2134,2,4.98,2023,2023
TOI-216,2,9.05,2019,2019
TOI-2202,2,12.176,2021,2021
TOI-2295,2,14.639,2024,2024
TOI-2322,2,1.434,2025,2025
TOI-2345,2,1.978,2025,2025
TOI-238,2,1.87,2024,2024
TOI-2458,2,3.005,2024,2024
TOI-2525,2,9.404,2023,2023
TOI-2537,2,11.977,2024,2024
TOI-286,2,1.65,2024,2024
TOI-406,2,1.7,2024,2024
TOI-421,2,3.865,2020,2020
TOI-4342,2,2.341,2023,2023
TOI-4562,2,12.665,2023,2024
TOI-4600,2,8.11,2023,2023
TOI-5126,2,4.3,2023,2023
TOI-5398,2,6.91,2022,2023
TOI-544,2,3.469,2022,2023
TOI-5489,2,1.34,2025,2025
TOI-5799,2,1.747,2024,2025
TOI-6041,2,7.525,2025,2025
TOI-6054,2,2.73,2024,2024
TOI-6109,2,4.852,2025,2025
TOI-6695,2,11.564,2025,2025
TOI-756,2,7.905,2025,2025
TOI-763,2,2.455,2020,2020
TOI-771,2,1.43,2024,2025
TOI-776,2,1.923,2020,2020
TOI-815,2,2.78,2024,2024
TOI-836,2,2.146,2023,2023
TOI-880,2,3.57,2024,2025
TOI-904,2,2.297,2023,2023
TOI-942,2,4.28,2020,2020
TOI-969,2,7.583,2022,2022
TYC 1422-614-1,2,12.9,2014,2014
TYC 8998-760-1,2,12.315,2020,2020
UZ For,2,,2011,2011
WASP-107,2,11.868,2017,2020
WASP-126,2,9.947,2016,2019
WASP-148,2,11.187,2020,2020
WASP-18,2,11.24,2009,2019
WASP-41,2,12.715,2012,2015
WASP-53,2,12.038,2017,2017
WASP-8,2,12.583,2010,2013
WASP-84,2,6.335,2014,2023
WISPIT 1,2,12.6,2025,2025
XO-2 S,2,12.25,2014,2014
bet Pic,2,15.497,2008,2019
gam Lib,2,13.25,2018,2018
iot Dra,2,12.3,2002,2022
nu Oph,2,12.0,2012,2012
11 Com,1,12.2,2007,2007
11 UMi,1,12.3,2009,2009
14 And,1,13.1,2008,2008
16 Cyg B,1,13.5,1996,1996
17 Sco,1,12.9,2020,2020
18 Del,1,12.5,2008,2008
1RXS J160929.1-210524,1,18.647,2008,2008
24 Boo,1,13.9,2018,2018
2MASS J01033563-5515561 A,1,12.3,2013,2013
2MASS J01225093-2439505,1,11.209,2013,2013
2MASS J02192210-3925225,1,16.141,2015,2015
2MASS J0249-0557 A,1,12.4,2018,2018
2MASS J03590986+2009361,1,12.2,2024,2024
2MASS J04372171+2651014,1,13.0,2021,2021
2MASS J04414489+2301513,1,12.6,2010,2010
2MASS J11011926-7732383,1,11.9,2024,2024
2MASS J11550485-7919108,1,12.1,2024,2024
2MASS J12073346-3932539,1,12.9,2004,2004
2MASS J21252752-8138278,1,12.4,2024,2024
2MASS J22362452+4751425,1,12.3,2016,2016
2MASS J22501512+2325342,1,11.9,2018,2018
4 UMa,1,12.6,2006,2006
51 Eri,1,,2015,2015
51 Peg,1,14.3,1995,1995
6 Lyn,1,13.4,2008,2008
70 Vir,1,12.6,1996,1996
8 UMi,1,13.5,2015,2015
81 Cet,1,13.1,2008,2008
91 Aqr,1,13.1,2013,2013
AB Aur,1,12.5,2022,2022
AB Pic,1,12.3,2005,2005
AF Lep,1,13.0,2023,2023
AT2021ueyL,1,13.6,2025,2025
BD+03 2562,1,12.7,2017,2017
BD+05 4868 A,1,,2025,2025
BD+14 4559,1,13.8,2009,2009
BD+15 2375,1,13.8,2016,2016
BD+15 2940,1,13.7,2013,2013
BD+20 274,1,13.0,2012,2012
BD+20 594,1,2.578,2016,2016
BD+37 3172,1,12.4,2023,2023
BD+42 2315,1,14.2,2023,2023
BD+45 564,1,13.6,2021,2021
BD+48 738,1,13.9,2011,2011
BD+48 740,1,13.5,2018,2018
BD+49 828,1,13.5,2015,2015
BD+55 362,1,14.0,2021,2021
BD+60 1417,1,14.684,2021,2021
BD+63 1405,1,12.4,2021,2021
BD-10 3166,1,14.1,2000,2000
BD-13 2130,1,12.5,2007,2007
BD-14 3065 A,1,21.59,2024,2024
BD-17 63,1,12.8,2008,2008
BEBOP-3,1,14.2,2025,2025
BEBOP-4 A,1,,2025,2025
CD Cet,1,1.82,2020,2020
CD-35 2722,1,17.374,2011,2011
CFBDSIR J145829+101343,1,12.4,2011,2011
CFHTWIR-Oph 98 A,1,20.849,2021,2021
CHXR 73,1,12.3,2006,2006
CI Tau,1,13.0,2024,2024
COCONUTS-2 A,1,12.442,2021,2021
CT Cha,1,24.66,2007,2007
CoRoT-1,1,16.7,2008,2008
CoRoT-10,1,10.87,2010,2010
CoRoT-11,1,16.03,2010,2010
CoRoT-12,1,16.14,2010,2010
CoRoT-13,1,9.92,2010,2010
CoRoT-14,1,12.22,2010,2010
CoRoT-16,1,13.11,2011,2011
CoRoT-17,1,11.43,2011,2011
CoRoT-18,1,14.68,2011,2011
CoRoT-19,1,14.46,2011,2011
CoRoT-2,1,16.432,2008,2008
CoRoT-21,1,14.572,2012,2012
CoRoT-22,1,4.88,2014,2014
CoRoT-23,1,11.77,2011,2011
CoRoT-25,1,12.11,2013,2013
CoRoT-26,1,14.12,2013,2013
CoRoT-27,1,11.287,2014,2014
CoRoT-28,1,10.705,2015,2015
CoRoT-29,1,10.088,2015,2015
CoRoT-3,1,11.32,2008,2008
CoRoT-30,1,11.31,2020,2020
CoRoT-31,1,16.365,2020,2020
CoRoT-32,1,6.389,2018,2018
CoRoT-35,1,18.831,2022,2022
CoRoT-36,1,15.805,2022,2022
CoRoT-4,1,13.34,2008,2008
CoRoT-5,1,15.558,2009,2009
CoRoT-6,1,13.068,2009,2009
CoRoT-8,1,6.39,2010,2010
CoRoT-9,1,11.949,2009,2009
DE CVn,1,12.4,2018,2018
DENIS-P J082303.1-491201,1,11.9,2013,2013
DMPP-2,1,14.3,2019,2019
DMPP-3 A,1,1.41,2019,2019
DMPP-4,1,3.53,2023,2023
DP Leo,1,12.7,2009,2009
DS Tuc A,1,5.7,2019,2019
EPIC 201170410,1,1.047,2020,2020
EPIC 201238110,1,1.87,2019,2019
EPIC 201427007,1,1.5,2021,2021
EPIC 201497682,1,0.692,2019,2019
EPIC 201757695,1,0.908,2020,2020
EPIC 201841433,1,1.04,2019,2019
EPIC 206032309,1,1.01,2019,2019
EPIC 206215704,1,1.0,2019,2019
EPIC 211822797,1,1.92,2016,2016
EPIC 211945201,1,5.76,2018,2018
EPIC 212424622,1,2.17,2019,2019
EPIC 212499991,1,1.6,2019,2019
EPIC 220492298,1,0.99,2021,2021
EPIC 228836835,1,1.1,2021,2021
EPIC 229004835,1,2.332,2023,2023
EPIC 246851721,1,11.781,2018,2018
EPIC 248847494,1,12.442,2018,2018
FU Tau,1,12.2,2008,2008
G 196-3,1,12.0,2024,2024
G 261-6,1,1.1,2025,2025
G 268-110,1,1.13,2025,2025
G 9-40,1,1.9,2019,2019
GJ 1151,1,3.25,2023,2023
GJ 1214,1,2.733,2009,2009
GJ 1252,1,1.193,2020,2020
GJ 1265,1,2.63,2018,2018
GJ 1289,1,2.38,2024,2024
GJ 160.2,1,3.17,2014,2014
GJ 179,1,13.8,2009,2009
GJ 2056,1,4.17,2020,2020
GJ 2126,1,13.6,2025,2025
GJ 238,1,0.566,2024,2024
GJ 27.1,1,3.66,2014,2014
GJ 3021,1,13.1,2000,2000
GJ 3082,1,2.79,2020,2020
GJ 3090,1,2.13,2022,2022
GJ 3222,1,3.4,2022,2022
GJ 3341,1,2.46,2015,2015
GJ 338 B,1,3.25,2020,2020
GJ 341,1,0.88,2025,2025
GJ 3470,1,4.57,2012,2012
GJ 3634,1,2.83,2010,2010
GJ 3779,1,2.75,2018,2018
GJ 393,1,1.17,2021,2021
GJ 3942,1,2.57,2017,2017
GJ 3988,1,1.74,2023,2023
GJ 422,1,3.33,2014,2014
GJ 4276,1,4.22,2019,2019
GJ 436,1,4.17,2004,2004
GJ 463,1,13.1,2022,2022
GJ 480,1,3.69,2020,2020
GJ 486,1,1.289,2021,2021
GJ 504,1,12.106,2013,2013
GJ 508.2,1,,2025,2025
GJ 514,1,2.13,2022,2022
GJ 625,1,1.49,2017,2017
GJ 649,1,10.8,2009,2009
GJ 674,1,3.33,2007,2007
GJ 680,1,12.0,2022,2022
GJ 685,1,2.95,2019,2019
GJ 720 A,1,3.77,2021,2021
GJ 724,1,3.27,2023,2023
GJ 740,1,1.53,2021,2021
GJ 832,1,13.8,2008,2008
GJ 86,1,12.9,1999,1999
GJ 896 A,1,13.3,2022,2022
GJ 900 A,1,12.4,2024,2024
GJ 9066,1,9.6,2020,2020
GJ 9404,1,3.48,2023,2023
GJ 96,1,4.67,2018,2018
GJ 9689,1,3.07,2020,2020
GJ 9714,1,12.5,2022,2022
GJ 9773,1,14.2,2025,2025
GPX-1,1,16.477,2021,2021
GSC 06214-00210,1,20.176,2010,2010
GU Psc,1,14.179,2014,2014
Gaia-1,1,13.776,2022,2022
Gaia-2,1,14.818,2022,2022
Gaia-4,1,12.4,2025,2025
Gaia-5,1,12.1,2025,2025
Gaia22dkvL,1,14.1,2024,2024
Gl 378,1,3.66,2019,2019
Gl 410,1,2.83,2025,2025
Gl 49,1,2.24,2019,2019
Gl 686,1,2.46,2018,2018
Gl 725 A,1,1.48,2025,2025
Gliese 12,1,0.958,2024,2024
HAT-P-1,1,14.785,2006,2006
HAT-P-12,1,10.749,2009,2009
HAT-P-14,1,15.917,2010,2010
HAT-P-15,1,11.882,2010,2010
HAT-P-16,1,14.684,2010,2010
HAT-P-18,1,11.153,2010,2010
HAT-P-19,1,11.299,2010,2010
HAT-P-20,1,9.718,2010,2010
HAT-P-21,1,12.442,2010,2010
HAT-P-22,1,12.89,2010,2010
HAT-P-23,1,15.334,2010,2010
HAT-P-24,1,14.572,2010,2010
HAT-P-25,1,12.722,2010,2010
HAT-P-26,1,7.062,2010,2010
HAT-P-27,1,11.43,2011,2011
HAT-P-28,1,13.585,2011,2011
HAT-P-29,1,13.115,2011,2011
HAT-P-3,1,10.536,2007,2007
HAT-P-30,1,16.141,2011,2011
HAT-P-31,1,12.218,2011,2011
HAT-P-32,1,22.194,2011,2011
HAT-P-33,1,20.737,2011,2011
HAT-P-34,1,13.417,2011,2011
HAT-P-35,1,14.93,2011,2011
HAT-P-36,1,14.314,2011,2011
HAT-P-37,1,13.204,2011,2011
HAT-P-38,1,9.247,2012,2012
HAT-P-39,1,17.609,2012,2012
HAT-P-4,1,14.28,2007,2007
HAT-P-40,1,17.038,2012,2012
HAT-P-41,1,22.978,2012,2012
HAT-P-42,1,14.348,2012,2012
HAT-P-43,1,13.63,2012,2012
HAT-P-45,1,15.984,2014,2014
HAT-P-46,1,14.392,2014,2014
HAT-P-49,1,17.822,2014,2014
HAT-P-5,1,13.563,2007,2007
HAT-P-50,1,14.437,2015,2015
HAT-P-51,1,13.507,2015,2015
HAT-P-52,1,11.31,2015,2015
HAT-P-53,1,14.773,2015,2015
HAT-P-54,1,10.581,2015,2015
HAT-P-55,1,14.841,2015,2015
HAT-P-56,1,16.926,2015,2015
HAT-P-57,1,19.504,2015,2015
HAT-P-58,1,14.93,2021,2021
HAT-P-59,1,12.588,2021,2021
HAT-P-6,1,16.589,2007,2007
HAT-P-60,1,18.282,2021,2021
HAT-P-61,1,10.077,2021,2021
HAT-P-62,1,12.027,2021,2021
HAT-P-63,1,12.543,2021,2021
HAT-P-64,1,19.089,2021,2021
HAT-P-65,1,18.058,2016,2016
HAT-P-66,1,17.822,2016,2016
HAT-P-67,1,23.371,2017,2017
HAT-P-68,1,12.016,2020,2020
HAT-P-69,1,18.786,2019,2019
HAT-P-7,1,16.926,2008,2008
HAT-P-70,1,20.961,2019,2019
HAT-P-8,1,15.693,2008,2008
HAT-P-9,1,15.614,2008,2008
HATS-1,1,14.594,2012,2012
HATS-10,1,10.862,2015,2015
HATS-11,1,18.03,2016,2016
HATS-12,1,7.76,2016,2016
HATS-13,1,13.585,2015,2015
HATS-14,1,11.646,2015,2015
HATS-15,1,12.386,2016,2016
HATS-16,1,14.572,2016,2016
HATS-17,1,8.709,2016,2016
HATS-18,1,14.897,2016,2016
HATS-2,1,12.576,2013,2013
HATS-22,1,10.682,2017,2017
HATS-23,1,20.849,2017,2017
HATS-24,1,15.637,2017,2017
HATS-25,1,14.123,2016,2016
HATS-26,1,19.616,2016,2016
HATS-27,1,16.814,2016,2016
HATS-28,1,13.384,2016,2016
HATS-29,1,14.022,2016,2016
HATS-3,1,15.48,2013,2013
HATS-30,1,13.171,2016,2016
HATS-31,1,18.383,2016,2016
HATS-32,1,14.0,2016,2016
HATS-33,1,13.787,2016,2016
HATS-34,1,16.029,2016,2016
HATS-35,1,16.41,2016,2016
HATS-36,1,12.92,2018,2018
HATS-37 A,1,6.793,2020,2020
HATS-38,1,6.882,2020,2020
HATS-39,1,17.598,2018,2018
HATS-4,1,11.433,2014,2014
HATS-40,1,17.71,2018,2018
HATS-41,1,14.908,2018,2018
HATS-42,1,15.693,2018,2018
HATS-43,1,13.227,2018,2018
HATS-44,1,11.96,2018,2018
HATS-45,1,14.415,2018,2018
HATS-46,1,10.122,2018,2018
HATS-47,1,12.52,2020,2020
HATS-48 A,1,8.967,2020,2020
HATS-49,1,8.575,2020,2020
HATS-5,1,10.223,2014,2014
HATS-50,1,12.666,2017,2017
HATS-51,1,15.805,2017,2017
HATS-52,1,15.491,2017,2017
HATS-53,1,15.02,2017,2017
HATS-54,1,11.377,2019,2019
HATS-55,1,14.022,2019,2019
HATS-56,1,18.921,2019,2019
HATS-57,1,12.767,2019,2019
HATS-58 A,1,12.274,2019,2019
HATS-6,1,11.187,2015,2015
HATS-60,1,12.924,2018,2018
HATS-61,1,13.395,2018,2018
HATS-62,1,11.825,2018,2018
HATS-63,1,13.529,2018,2018
HATS-64,1,18.82,2018,2018
HATS-65,1,16.825,2018,2018
HATS-66,1,15.816,2018,2018
HATS-67,1,18.887,2018,2018
HATS-68,1,13.809,2018,2018
HATS-69,1,10.593,2018,2018
HATS-7,1,6.311,2015,2015
HATS-70,1,15.513,2019,2019
HATS-71,1,11.478,2020,2020
HATS-72,1,8.097,2020,2020
HATS-74 A,1,11.568,2021,2021
HATS-75,1,9.909,2021,2021
HATS-76,1,12.094,2021,2021
HATS-77,1,13.058,2021,2021
HATS-8,1,9.785,2015,2015
HATS-9,1,13.85,2015,2015
HD 100655,1,13.5,2011,2011
HD 100777,1,13.7,2007,2007
HD 101930,1,10.6,2005,2005
HD 102117,1,8.47,2005,2005
HD 102195,1,14.2,2006,2006
HD 102272,1,12.9,2008,2008
HD 102365,1,4.14,2010,2010
HD 102843,1,13.1,2019,2019
HD 102888,1,12.8,2025,2025
HD 102956,1,13.8,2010,2010
HD 103197,1,5.83,2009,2009
HD 103720,1,14.1,2014,2014
HD 103774,1,13.3,2013,2013
HD 103891,1,13.2,2022,2022
HD 103949,1,3.35,2019,2019
HD 10442,1,13.6,2014,2014
HD 104985,1,12.8,2003,2003
HD 105779,1,14.1,2022,2022
HD 106252,1,12.5,2002,2002
HD 106270,1,12.4,2011,2011
HD 10647,1,13.8,2006,2006
HD 106515 A,1,12.1,2012,2012
HD 106906,1,12.4,2013,2013
HD 10697,1,12.8,1999,1999
HD 108147,1,10.9,2002,2002
HD 108202,1,13.1,2023,2023
HD 108341,1,13.3,2014,2014
HD 108863,1,13.3,2011,2011
HD 109246,1,13.9,2010,2010
HD 109286,1,13.2,2021,2021
HD 109749,1,11.1,2005,2005
HD 10975,1,14.3,2021,2021
HD 109988,1,12.1,2022,2022
HD 110014,1,12.4,2009,2009
HD 110082,1,3.2,2021,2021
HD 110537,1,11.9,2022,2022
HD 11112,1,12.6,2022,2022
HD 111591,1,12.9,2017,2017
HD 111998,1,12.9,2016,2016
HD 112300,1,12.2,2023,2023
HD 112570,1,13.1,2023,2023
HD 112640,1,12.9,2020,2020
HD 113996,1,12.7,2017,2017
HD 114082,1,11.209,2022,2022
HD 114386,1,13.7,2003,2003
HD 114729,1,13.9,2002,2002
HD 11505,1,12.6,2022,2022
HD 115954,1,12.6,2021,2021
HD 117207,1,13.4,2004,2004
HD 11755,1,12.8,2015,2015
HD 117618,1,8.59,2004,2004
HD 11977,1,12.7,2005,2005
HD 120084,1,12.7,2013,2013
HD 121504,1,13.6,2003,2003
HD 122562,1,10.1,2022,2022
HD 124330,1,14.0,2021,2021
HD 12484,1,13.2,2016,2016
HD 125271,1,12.4,2022,2022
HD 125390,1,11.9,2019,2019
HD 125595,1,,2009,2009
HD 12648,1,13.4,2015,2015
HD 126525,1,10.3,2018,2018
HD 126614,1,12.7,2009,2009
HD 127506,1,5.67,2022,2022
HD 128356,1,13.9,2016,2016
HD 128717,1,12.1,2025,2025
HD 129445,1,13.3,2009,2009
HD 130322,1,13.7,1999,1999
HD 131496,1,13.4,2011,2011
HD 13167,1,13.1,2018,2018
HD 13189,1,12.4,2005,2005
HD 132406,1,12.8,2007,2007
HD 132563,1,13.6,2011,2011
HD 133131 B,1,13.3,2016,2016
HD 135344 A,1,16.253,2025,2025
HD 135625,1,13.3,2023,2023
HD 135694,1,2.857,2023,2023
HD 135872,1,12.8,2022,2022
HD 136118,1,12.3,2022,2022
HD 136418,1,13.3,2009,2009
HD 136925,1,13.9,2021,2021
HD 13724,1,8.18,2022,2022
HD 137388,1,9.32,2011,2011
HD 13931,1,13.2,2009,2009
HD 139357,1,12.1,2008,2008
HD 1397,1,11.5,2018,2018
HD 14067,1,12.2,2014,2014
HD 141004,1,3.77,2021,2021
HD 141937,1,11.9,2002,2002
HD 142022 A,1,12.9,2005,2005
HD 142245,1,13.1,2011,2011
HD 142415,1,13.5,2003,2003
HD 143105,1,13.7,2016,2016
HD 143361,1,12.9,2008,2008
HD 143811 A,1,15.693,2025,2025
HD 144899,1,4.77,2022,2022
HD 145377,1,12.8,2008,2008
HD 145457,1,13.2,2010,2010
HD 145934,1,13.4,2015,2015
HD 147379,1,4.94,2017,2017
HD 147513,1,13.7,2003,2003
HD 14787,1,13.7,2018,2018
HD 148156,1,13.9,2009,2009
HD 149026,1,8.295,2005,2005
HD 149143,1,13.6,2005,2005
HD 149806,1,12.3,2022,2022
HD 150010,1,13.3,2022,2022
HD 1502,1,13.2,2011,2011
HD 150706,1,13.3,2012,2012
HD 152079,1,13.2,2009,2009
HD 152581,1,13.4,2011,2011
HD 153950,1,13.2,2008,2008
HD 154088,1,2.46,2021,2021
HD 154345,1,13.7,2006,2006
HD 154391,1,12.5,2023,2023
HD 154672,1,12.8,2008,2008
HD 155193,1,14.0,2021,2021
HD 156411,1,14.0,2009,2009
HD 156846,1,12.4,2007,2007
HD 158038,1,13.5,2011,2011
HD 158996,1,12.3,2018,2018
HD 161178,1,14.1,2021,2021
HD 16141,1,10.9,2000,2000
HD 16175,1,12.8,2009,2009
HD 162020,1,12.5,2002,2002
HD 16417,1,5.0,2008,2008
HD 164509,1,14.3,2010,2010
HD 164595,1,4.16,2015,2015
HD 164604,1,12.3,2009,2009
HD 165131,1,12.1,2023,2023
HD 165155,1,13.2,2016,2016
HD 1666,1,12.7,2015,2015
HD 166724,1,13.0,2012,2012
