hostname,n_planets,avg_pl_rade,first_disc_year,last_disc_year
Kepler-1843,1,2.709,2021,2021
Kepler-1844,1,3.036,2021,2021
Kepler-1845,1,2.438,2021,2021
Kepler-1846,1,1.764,2021,2021
Kepler-1847,1,2.745,2021,2021
Kepler-1848,1,1.409,2021,2021
Kepler-1849,1,2.387,2021,2021
Kepler-1850,1,0.729,2021,2021
Kepler-1851,1,3.9,2021,2021
Kepler-1852,1,1.886,2021,2021
Kepler-1853,1,1.519,2021,2021
Kepler-1854,1,2.587,2021,2021
Kepler-1855,1,1.216,2021,2021
Kepler-1856,1,1.734,2021,2021
Kepler-1857,1,1.961,2021,2021
Kepler-1858,1,2.422,2021,2021
Kepler-1860,1,1.139,2021,2021
Kepler-1861,1,2.207,2021,2021
Kepler-1862,1,2.203,2021,2021
Kepler-1863,1,2.263,2021,2021
Kepler-1864,1,0.754,2021,2021
Kepler-1865,1,1.577,2021,2021
Kepler-1866,1,2.082,2021,2021
Kepler-1867,1,1.16,2021,2021
Kepler-1868,1,3.15,2021,2021
Kepler-1870,1,2.101,2021,2021
Kepler-1871,1,2.422,2021,2021
Kepler-1872,1,2.384,2021,2021
Kepler-1873,1,1.626,2021,2021
Kepler-1874,1,2.211,2021,2021
Kepler-1875,1,3.227,2021,2021
Kepler-1876,1,0.853,2021,2021
Kepler-1877,1,0.624,2021,2021
Kepler-1878,1,2.92,2021,2021
Kepler-1879,1,2.065,2021,2021
Kepler-1880,1,2.117,2021,2021
Kepler-1881,1,2.981,2021,2021
Kepler-1882,1,1.487,2021,2021
Kepler-1883,1,3.251,2021,2021
Kepler-1884,1,1.814,2021,2021
Kepler-1885,1,1.511,2021,2021
Kepler-1886,1,2.582,2021,2021
Kepler-1887,1,2.925,2021,2021
Kepler-1888,1,1.326,2021,2021
Kepler-1889,1,2.944,2021,2021
Kepler-1890,1,0.869,2021,2021
Kepler-1891,1,1.521,2021,2021
Kepler-1892,1,1.837,2021,2021
Kepler-1893,1,1.706,2021,2021
Kepler-1895,1,2.119,2021,2021
Kepler-1896,1,3.099,2021,2021
Kepler-1897,1,2.814,2021,2021
Kepler-1898,1,0.934,2021,2021
Kepler-1899,1,1.551,2021,2021
Kepler-1900,1,1.623,2021,2021
Kepler-1901,1,1.474,2021,2021
Kepler-1902,1,1.176,2021,2021
Kepler-1903,1,2.286,2021,2021
Kepler-1904,1,1.39,2021,2021
Kepler-1905,1,1.446,2021,2021
Kepler-1906,1,2.776,2021,2021
Kepler-1909,1,1.092,2021,2021
Kepler-1910,1,1.184,2021,2021
Kepler-1911,1,1.011,2021,2021
Kepler-1912,1,1.357,2021,2021
Kepler-1913,1,1.519,2021,2021
Kepler-1914,1,2.943,2021,2021
Kepler-1915,1,3.218,2021,2021
Kepler-1916,1,2.618,2021,2021
Kepler-1917,1,1.89,2021,2021
Kepler-1918,1,2.298,2021,2021
Kepler-1919,1,2.624,2021,2021
Kepler-1920,1,2.954,2021,2021
Kepler-1922,1,2.291,2021,2021
Kepler-1923,1,1.96,2021,2021
Kepler-1924,1,2.654,2021,2021
Kepler-1925,1,3.002,2021,2021
Kepler-1926,1,2.315,2021,2021
Kepler-1927,1,3.406,2021,2021
Kepler-1928,1,1.992,2021,2021
Kepler-1929,1,3.073,2021,2021
Kepler-1930,1,1.53,2021,2021
Kepler-1931,1,2.653,2021,2021
Kepler-1932,1,1.515,2021,2021
Kepler-1933,1,1.18,2021,2021
Kepler-1934,1,0.913,2021,2021
Kepler-1935,1,2.503,2021,2021
Kepler-1936,1,3.166,2021,2021
Kepler-1937,1,3.023,2021,2021
Kepler-1938,1,1.828,2021,2021
Kepler-1939,1,1.165,2021,2021
Kepler-1940,1,1.547,2021,2021
Kepler-1941,1,2.65,2021,2021
Kepler-1942,1,2.117,2021,2021
Kepler-1943,1,1.549,2021,2021
Kepler-1944,1,2.76,2021,2021
Kepler-1945,1,1.289,2021,2021
Kepler-1946,1,2.488,2021,2021
Kepler-1947,1,1.01,2021,2021
Kepler-1948,1,1.033,2021,2021
Kepler-1949,1,2.22,2021,2021
Kepler-1950,1,1.527,2021,2021
Kepler-1951,1,2.321,2021,2021
Kepler-1952,1,1.239,2021,2021
Kepler-1953,1,1.286,2021,2021
Kepler-1954,1,1.802,2021,2021
Kepler-1955,1,1.167,2021,2021
Kepler-1956,1,1.089,2021,2021
Kepler-1957,1,0.944,2021,2021
Kepler-1958,1,2.051,2021,2021
Kepler-1959,1,1.143,2021,2021
Kepler-1960,1,1.307,2021,2021
Kepler-1961,1,1.619,2021,2021
Kepler-1962,1,1.215,2021,2021
Kepler-1963,1,0.744,2021,2021
Kepler-1964,1,1.781,2021,2021
Kepler-1965,1,1.354,2021,2021
Kepler-1966,1,1.105,2021,2021
Kepler-1967,1,0.73,2021,2021
Kepler-1968,1,1.5,2021,2021
Kepler-1969,1,1.682,2021,2021
Kepler-1976,1,12.21,2023,2023
Kepler-1977,1,1.66,2023,2023
Kepler-1978,1,2.67,2023,2023
Kepler-1979,1,29.33,2023,2023
Kepler-1980,1,2.21,2023,2023
Kepler-1981,1,9.23,2023,2023
Kepler-1982,1,0.77,2023,2023
Kepler-1983,1,2.33,2023,2023
Kepler-1984,1,6.81,2023,2023
Kepler-1985,1,2.27,2023,2023
Kepler-1986,1,1.89,2023,2023
Kepler-1988,1,1.53,2023,2023
Kepler-1989,1,4.62,2023,2023
Kepler-1992,1,0.91,2023,2023
Kepler-1993,1,4.15,2023,2023
Kepler-1994,1,0.51,2023,2023
Kepler-1995,1,4.28,2023,2023
Kepler-1997,1,2.28,2023,2023
Kepler-1998,1,0.6,2023,2023
Kepler-1999,1,3.29,2023,2023
Kepler-21,1,1.639,2012,2012
Kepler-22,1,2.1,2011,2011
Kepler-34,1,8.564,2011,2011
Kepler-35,1,8.16,2011,2011
Kepler-38,1,4.3,2012,2012
Kepler-39,1,13.9,2011,2011
Kepler-4,1,4.002,2009,2009
Kepler-40,1,13.11,2010,2010
Kepler-408,1,0.82,2014,2014
Kepler-409,1,1.199,2014,2014
Kepler-41,1,14.46,2011,2011
Kepler-410 A,1,2.838,2013,2013
Kepler-412,1,15.031,2014,2014
Kepler-413,1,4.347,2014,2014
Kepler-421,1,4.16,2014,2014
Kepler-422,1,12.89,2014,2014
Kepler-423,1,13.361,2014,2014
Kepler-425,1,10.962,2014,2014
Kepler-426,1,12.22,2014,2014
Kepler-427,1,13.79,2014,2014
Kepler-428,1,12.11,2014,2014
Kepler-43,1,13.664,2011,2011
Kepler-433,1,16.25,2015,2015
Kepler-434,1,12.67,2015,2015
Kepler-435,1,22.31,2015,2015
Kepler-437,1,2.14,2015,2015
Kepler-438,1,1.12,2015,2015
Kepler-439,1,2.24,2015,2015
Kepler-44,1,12.22,2011,2011
Kepler-440,1,1.86,2015,2015
Kepler-441,1,1.64,2015,2015
Kepler-442,1,1.34,2015,2015
Kepler-443,1,2.33,2015,2015
Kepler-447,1,18.49,2015,2015
Kepler-45,1,10.76,2011,2011
Kepler-452,1,1.63,2015,2015
Kepler-453,1,6.204,2015,2015
Kepler-461,1,2.58,2016,2016
Kepler-463,1,3.05,2016,2016
Kepler-464,1,3.3,2016,2016
Kepler-465,1,2.95,2016,2016
Kepler-467,1,2.25,2016,2016
Kepler-468,1,13.34,2016,2016
Kepler-471,1,14.96,2016,2016
Kepler-472,1,3.22,2016,2016
Kepler-473,1,4.08,2016,2016
Kepler-474,1,3.06,2016,2016
Kepler-475,1,2.49,2016,2016
Kepler-476,1,3.08,2016,2016
Kepler-477,1,2.07,2016,2016
Kepler-478,1,2.71,2016,2016
Kepler-479,1,2.12,2016,2016
Kepler-480,1,2.78,2016,2016
Kepler-481,1,2.5,2016,2016
Kepler-482,1,2.36,2016,2016
Kepler-483,1,3.21,2016,2016
Kepler-484,1,2.28,2016,2016
Kepler-485,1,14.41,2016,2016
Kepler-489,1,7.72,2016,2016
Kepler-490,1,11.65,2016,2016
Kepler-491,1,8.92,2016,2016
Kepler-493,1,15.13,2016,2016
Kepler-496,1,2.32,2016,2016
Kepler-497,1,6.04,2016,2016
Kepler-498,1,3.03,2016,2016
Kepler-499,1,2.17,2016,2016
Kepler-5,1,15.984,2009,2009
Kepler-500,1,2.58,2016,2016
Kepler-502,1,4.77,2016,2016
Kepler-504,1,1.59,2016,2016
Kepler-505,1,2.6,2016,2016
Kepler-506,1,2.73,2016,2016
Kepler-507,1,1.3,2016,2016
Kepler-508,1,1.64,2016,2016
Kepler-509,1,2.49,2016,2016
Kepler-510,1,2.47,2016,2016
Kepler-512,1,2.69,2016,2016
Kepler-513,1,2.2,2016,2016
Kepler-514,1,1.72,2016,2016
Kepler-515,1,1.46,2016,2016
Kepler-516,1,5.74,2016,2016
Kepler-517,1,2.67,2016,2016
Kepler-518,1,2.11,2016,2016
Kepler-519,1,2.1,2016,2016
Kepler-521,1,3.18,2016,2016
Kepler-522,1,6.91,2016,2016
Kepler-523,1,1.96,2016,2016
Kepler-525,1,2.63,2016,2016
Kepler-526,1,1.99,2016,2016
Kepler-527,1,2.84,2016,2016
Kepler-528,1,2.08,2016,2016
Kepler-530,1,3.01,2016,2016
Kepler-531,1,2.78,2016,2016
Kepler-532,1,2.57,2016,2016
Kepler-533,1,3.38,2016,2016
Kepler-535,1,2.36,2016,2016
Kepler-536,1,3.1,2016,2016
Kepler-537,1,1.41,2016,2016
Kepler-538,1,2.215,2016,2016
Kepler-540,1,2.71,2016,2016
Kepler-541,1,3.36,2016,2016
Kepler-542,1,1.57,2016,2016
Kepler-543,1,2.5,2016,2016
Kepler-544,1,2.12,2016,2016
Kepler-545,1,2.69,2016,2016
Kepler-546,1,7.0,2016,2016
Kepler-547,1,4.0,2016,2016
Kepler-548,1,11.99,2016,2016
Kepler-550,1,4.42,2016,2016
Kepler-551,1,2.73,2016,2016
Kepler-552,1,3.95,2016,2016
Kepler-554,1,4.29,2016,2016
Kepler-555,1,2.83,2016,2016
Kepler-556,1,2.24,2016,2016
Kepler-557,1,2.67,2016,2016
Kepler-558,1,2.37,2016,2016
Kepler-559,1,3.61,2016,2016
Kepler-560,1,1.72,2016,2016
Kepler-562,1,5.21,2016,2016
Kepler-563,1,3.09,2016,2016
Kepler-564,1,4.63,2016,2016
Kepler-565,1,3.64,2016,2016
Kepler-566,1,2.15,2016,2016
Kepler-567,1,2.25,2016,2016
Kepler-568,1,2.26,2016,2016
Kepler-569,1,3.16,2016,2016
Kepler-570,1,2.45,2016,2016
Kepler-571,1,2.64,2016,2016
Kepler-572,1,2.58,2016,2016
Kepler-573,1,2.79,2016,2016
Kepler-574,1,2.39,2016,2016
Kepler-575,1,2.39,2016,2016
Kepler-576,1,3.27,2016,2016
Kepler-577,1,2.55,2016,2016
Kepler-578,1,2.0,2016,2016
Kepler-579,1,2.0,2016,2016
Kepler-580,1,2.57,2016,2016
Kepler-581,1,2.63,2016,2016
Kepler-582,1,3.68,2016,2016
Kepler-583,1,2.28,2016,2016
Kepler-584,1,4.21,2016,2016
Kepler-585,1,2.83,2016,2016
Kepler-586,1,2.79,2016,2016
Kepler-587,1,2.23,2016,2016
Kepler-588,1,2.63,2016,2016
Kepler-590,1,4.02,2016,2016
Kepler-591,1,3.39,2016,2016
Kepler-592,1,2.39,2016,2016
Kepler-593,1,2.87,2016,2016
Kepler-594,1,2.18,2016,2016
Kepler-596,1,3.46,2016,2016
Kepler-597,1,2.37,2016,2016
Kepler-599,1,2.84,2016,2016
Kepler-6,1,14.617,2009,2009
Kepler-600,1,2.9,2016,2016
Kepler-601,1,1.9,2016,2016
Kepler-602,1,2.09,2016,2016
Kepler-604,1,2.59,2016,2016
Kepler-606,1,3.31,2016,2016
Kepler-608,1,3.64,2016,2016
Kepler-609,1,3.35,2016,2016
Kepler-61,1,2.15,2013,2013
Kepler-611,1,1.65,2016,2016
Kepler-612,1,2.84,2016,2016
Kepler-613,1,2.29,2016,2016
Kepler-614,1,2.39,2016,2016
Kepler-615,1,1.74,2016,2016
Kepler-617,1,1.32,2016,2016
Kepler-618,1,2.6,2016,2016
Kepler-620,1,3.32,2016,2016
Kepler-621,1,2.3,2016,2016
Kepler-622,1,2.13,2016,2016
Kepler-623,1,3.01,2016,2016
Kepler-624,1,2.31,2016,2016
Kepler-626,1,2.29,2016,2016
Kepler-627,1,3.73,2016,2016
Kepler-629,1,1.38,2016,2016
Kepler-63,1,6.11,2013,2013
Kepler-630,1,3.18,2016,2016
Kepler-631,1,2.9,2016,2016
Kepler-632,1,2.21,2016,2016
Kepler-634,1,1.89,2016,2016
Kepler-635,1,2.64,2016,2016
Kepler-636,1,4.45,2016,2016
Kepler-637,1,4.75,2016,2016
Kepler-638,1,1.83,2016,2016
Kepler-639,1,2.38,2016,2016
Kepler-640,1,2.56,2016,2016
Kepler-641,1,1.85,2016,2016
Kepler-642,1,2.9,2016,2016
Kepler-643,1,10.16,2016,2016
Kepler-644,1,3.15,2016,2016
Kepler-645,1,2.1,2016,2016
Kepler-646,1,1.99,2016,2016
Kepler-648,1,3.22,2016,2016
Kepler-649,1,2.26,2016,2016
Kepler-650,1,2.96,2016,2016
Kepler-651,1,2.37,2016,2016
Kepler-652,1,2.49,2016,2016
Kepler-654,1,2.07,2016,2016
Kepler-655,1,2.71,2016,2016
Kepler-657,1,3.52,2016,2016
Kepler-658,1,1.63,2016,2016
Kepler-659,1,2.5,2016,2016
Kepler-66,1,2.8,2013,2013
Kepler-660,1,2.57,2016,2016
Kepler-661,1,3.07,2016,2016
Kepler-662,1,2.18,2016,2016
Kepler-663,1,2.6,2016,2016
Kepler-664,1,2.66,2016,2016
Kepler-665,1,2.6,2016,2016
Kepler-666,1,2.4,2016,2016
Kepler-667,1,4.73,2016,2016
Kepler-668,1,2.7,2016,2016
Kepler-669,1,4.83,2016,2016
Kepler-67,1,2.94,2013,2013
Kepler-670,1,13.18,2016,2016
Kepler-671,1,2.69,2016,2016
Kepler-672,1,2.5,2016,2016
Kepler-673,1,6.54,2016,2016
Kepler-674,1,1.69,2016,2016
Kepler-675,1,2.44,2016,2016
Kepler-676,1,3.04,2016,2016
Kepler-677,1,5.38,2016,2016
Kepler-678,1,5.14,2016,2016
Kepler-679,1,3.01,2016,2016
Kepler-680,1,2.42,2016,2016
Kepler-681,1,3.08,2016,2016
Kepler-682,1,7.37,2016,2016
Kepler-683,1,1.97,2016,2016
Kepler-684,1,3.36,2016,2016
Kepler-685,1,10.58,2016,2016
Kepler-686,1,12.15,2016,2016
Kepler-687,1,3.52,2016,2016
Kepler-688,1,9.76,2016,2016
Kepler-689,1,2.89,2016,2016
Kepler-690,1,5.95,2016,2016
Kepler-691,1,2.09,2016,2016
Kepler-692,1,3.11,2016,2016
Kepler-693,1,10.18,2016,2016
Kepler-694,1,2.8,2016,2016
Kepler-695,1,9.21,2016,2016
Kepler-696,1,6.14,2016,2016
Kepler-697,1,4.13,2016,2016
Kepler-698,1,3.68,2016,2016
Kepler-7,1,18.181,2009,2009
Kepler-700,1,5.99,2016,2016
Kepler-701,1,2.84,2016,2016
Kepler-702,1,9.17,2016,2016
Kepler-703,1,8.2,2016,2016
Kepler-704,1,2.61,2016,2016
Kepler-705,1,2.11,2016,2016
Kepler-707,1,1.33,2016,2016
Kepler-708,1,2.93,2016,2016
Kepler-709,1,2.92,2016,2016
Kepler-710,1,1.88,2016,2016
Kepler-711,1,3.41,2016,2016
Kepler-713,1,2.48,2016,2016
Kepler-714,1,9.67,2016,2016
Kepler-715,1,3.75,2016,2016
Kepler-717,1,2.42,2016,2016
Kepler-718,1,16.56,2016,2016
Kepler-719,1,8.52,2016,2016
Kepler-720,1,8.41,2016,2016
Kepler-721,1,2.64,2016,2016
Kepler-723,1,12.19,2016,2016
Kepler-724,1,3.29,2016,2016
Kepler-726,1,3.26,2016,2016
Kepler-727,1,2.53,2016,2016
Kepler-728,1,3.34,2016,2016
Kepler-729,1,3.58,2016,2016
Kepler-731,1,13.88,2016,2016
Kepler-733,1,2.82,2016,2016
Kepler-734,1,3.56,2016,2016
Kepler-735,1,2.95,2016,2016
Kepler-736,1,2.93,2016,2016
Kepler-737,1,1.96,2016,2016
Kepler-738,1,2.5,2016,2016
Kepler-739,1,3.32,2016,2016
Kepler-74,1,10.76,2013,2013
Kepler-740,1,4.57,2016,2016
Kepler-741,1,2.97,2016,2016
Kepler-742,1,3.24,2016,2016
Kepler-743,1,1.21,2016,2016
Kepler-744,1,1.62,2016,2016
Kepler-745,1,2.16,2016,2016
Kepler-746,1,1.11,2016,2016
Kepler-747,1,5.27,2016,2016
Kepler-748,1,2.52,2016,2016
Kepler-749,1,3.1,2016,2016
Kepler-75,1,11.77,2013,2013
Kepler-751,1,2.46,2016,2016
Kepler-752,1,2.81,2016,2016
Kepler-753,1,1.91,2016,2016
Kepler-754,1,2.01,2016,2016
Kepler-756,1,1.12,2016,2016
Kepler-757,1,1.36,2016,2016
Kepler-759,1,2.27,2016,2016
Kepler-76,1,15.244,2013,2013
Kepler-761,1,2.03,2016,2016
Kepler-762,1,12.68,2016,2016
Kepler-764,1,1.64,2016,2016
Kepler-765,1,2.43,2016,2016
Kepler-766,1,3.39,2016,2016
Kepler-767,1,6.64,2016,2016
Kepler-768,1,1.79,2016,2016
Kepler-77,1,10.761,2013,2013
Kepler-771,1,1.82,2016,2016
Kepler-772,1,1.82,2016,2016
Kepler-773,1,1.43,2016,2016
Kepler-774,1,3.17,2016,2016
Kepler-775,1,1.19,2016,2016
Kepler-776,1,1.28,2016,2016
Kepler-777,1,1.47,2016,2016
Kepler-778,1,1.68,2016,2016
Kepler-779,1,0.92,2016,2016
Kepler-78,1,1.201,2013,2013
Kepler-780,1,0.89,2016,2016
Kepler-781,1,2.89,2016,2016
Kepler-782,1,3.21,2016,2016
Kepler-785,1,13.02,2016,2016
Kepler-786,1,2.43,2016,2016
Kepler-787,1,1.28,2016,2016
Kepler-788,1,2.55,2016,2016
Kepler-789,1,2.12,2016,2016
Kepler-790,1,2.18,2016,2016
Kepler-791,1,3.05,2016,2016
Kepler-792,1,1.96,2016,2016
Kepler-793,1,1.37,2016,2016
Kepler-794,1,2.11,2016,2016
Kepler-795,1,1.68,2016,2016
Kepler-796,1,1.3,2016,2016
Kepler-797,1,2.17,2016,2016
Kepler-798,1,2.39,2016,2016
Kepler-8,1,15.872,2010,2010
Kepler-800,1,2.85,2016,2016
Kepler-801,1,2.0,2016,2016
Kepler-802,1,3.54,2016,2016
Kepler-803,1,3.79,2016,2016
Kepler-805,1,2.89,2016,2016
Kepler-806,1,1.14,2016,2016
Kepler-808,1,1.46,2016,2016
Kepler-809,1,3.01,2016,2016
Kepler-810,1,1.93,2016,2016
Kepler-811,1,2.7,2016,2016
Kepler-812,1,3.55,2016,2016
Kepler-813,1,2.14,2016,2016
Kepler-814,1,2.12,2016,2016
Kepler-815,1,4.11,2016,2016
Kepler-816,1,10.24,2016,2016
Kepler-817,1,9.03,2016,2016
Kepler-818,1,5.11,2016,2016
Kepler-819,1,2.76,2016,2016
Kepler-820,1,6.09,2016,2016
Kepler-821,1,1.31,2016,2016
Kepler-822,1,1.77,2016,2016
Kepler-823,1,1.57,2016,2016
Kepler-824,1,1.87,2016,2016
Kepler-826,1,1.25,2016,2016
Kepler-827,1,5.63,2016,2016
Kepler-828,1,1.51,2016,2016
Kepler-829,1,2.11,2016,2016
Kepler-830,1,1.7,2016,2016
Kepler-831,1,1.27,2016,2016
Kepler-832,1,2.06,2016,2016
Kepler-833,1,2.02,2016,2016
Kepler-834,1,2.02,2016,2016
Kepler-835,1,2.79,2016,2016
Kepler-836,1,2.73,2016,2016
Kepler-837,1,2.56,2016,2016
Kepler-838,1,2.73,2016,2016
Kepler-839,1,2.57,2016,2016
Kepler-841,1,5.23,2016,2016
Kepler-842,1,1.6,2016,2016
Kepler-843,1,2.59,2016,2016
Kepler-844,1,1.68,2016,2016
Kepler-845,1,2.04,2016,2016
Kepler-846,1,2.48,2016,2016
Kepler-847,1,1.18,2016,2016
Kepler-848,1,1.7,2016,2016
Kepler-849,1,8.082,2016,2016
Kepler-850,1,1.78,2016,2016
Kepler-851,1,1.68,2016,2016
Kepler-852,1,2.54,2016,2016
Kepler-853,1,1.69,2016,2016
Kepler-855,1,8.35,2016,2016
Kepler-856,1,9.3,2016,2016
Kepler-857,1,6.8,2016,2016
Kepler-858,1,4.87,2016,2016
Kepler-859,1,3.09,2016,2016
Kepler-860,1,3.24,2016,2016
Kepler-861,1,2.28,2016,2016
Kepler-862,1,2.21,2016,2016
Kepler-863,1,2.9,2016,2016
Kepler-866,1,1.63,2016,2016
Kepler-867,1,4.64,2016,2016
Kepler-868,1,2.05,2016,2016
Kepler-869,1,3.61,2016,2016
Kepler-870,1,2.78,2016,2016
Kepler-871,1,3.74,2016,2016
Kepler-872,1,1.99,2016,2016
Kepler-873,1,3.75,2016,2016
Kepler-874,1,3.94,2016,2016
Kepler-875,1,2.9,2016,2016
Kepler-876,1,1.43,2016,2016
Kepler-877,1,2.12,2016,2016
Kepler-878,1,1.93,2016,2016
Kepler-881,1,1.78,2016,2016
Kepler-882,1,1.23,2016,2016
Kepler-883,1,1.78,2016,2016
Kepler-884,1,1.23,2016,2016
Kepler-885,1,2.5,2016,2016
Kepler-886,1,1.52,2016,2016
Kepler-888,1,1.76,2016,2016
Kepler-889,1,1.09,2016,2016
Kepler-890,1,8.89,2016,2016
Kepler-891,1,6.41,2016,2016
Kepler-892,1,2.81,2016,2016
Kepler-893,1,3.03,2016,2016
Kepler-894,1,2.78,2016,2016
Kepler-895,1,1.54,2016,2016
Kepler-897,1,2.39,2016,2016
Kepler-898,1,1.49,2016,2016
Kepler-899,1,2.68,2016,2016
Kepler-900,1,2.08,2016,2016
Kepler-901,1,1.37,2016,2016
Kepler-902,1,2.54,2016,2016
Kepler-904,1,1.77,2016,2016
Kepler-905,1,1.41,2016,2016
Kepler-906,1,2.11,2016,2016
Kepler-907,1,1.2,2016,2016
Kepler-908,1,1.22,2016,2016
Kepler-909,1,1.47,2016,2016
Kepler-91,1,15.323,2013,2013
Kepler-910,1,0.82,2016,2016
Kepler-911,1,2.6,2016,2016
Kepler-912,1,2.8,2016,2016
Kepler-914,1,1.38,2016,2016
Kepler-915,1,1.5,2016,2016
Kepler-916,1,1.76,2016,2016
Kepler-917,1,1.91,2016,2016
Kepler-918,1,1.74,2016,2016
Kepler-919,1,2.25,2016,2016
Kepler-921,1,2.87,2016,2016
Kepler-922,1,1.42,2016,2016
Kepler-923,1,1.38,2016,2016
Kepler-924,1,3.07,2016,2016
Kepler-925,1,2.34,2016,2016
Kepler-926,1,2.31,2016,2016
Kepler-927,1,1.72,2016,2016
Kepler-928,1,1.59,2016,2016
Kepler-929,1,1.11,2016,2016
Kepler-930,1,2.13,2016,2016
Kepler-931,1,1.33,2016,2016
Kepler-932,1,1.37,2016,2016
Kepler-933,1,2.46,2016,2016
Kepler-934,1,2.09,2016,2016
Kepler-935,1,1.35,2016,2016
Kepler-936,1,1.45,2016,2016
Kepler-938,1,2.22,2016,2016
Kepler-939,1,1.75,2016,2016
Kepler-940,1,3.34,2016,2016
Kepler-941,1,3.08,2016,2016
Kepler-942,1,2.13,2016,2016
Kepler-943,1,5.93,2016,2016
Kepler-944,1,2.63,2016,2016
Kepler-945,1,2.63,2016,2016
Kepler-946,1,1.93,2016,2016
Kepler-947,1,2.28,2016,2016
Kepler-948,1,1.85,2016,2016
Kepler-95,1,3.42,2014,2014
Kepler-950,1,8.98,2016,2016
Kepler-951,1,5.59,2016,2016
Kepler-952,1,7.65,2016,2016
Kepler-954,1,2.32,2016,2016
Kepler-955,1,3.13,2016,2016
Kepler-956,1,3.0,2016,2016
Kepler-957,1,5.5,2016,2016
Kepler-958,1,2.06,2016,2016
Kepler-959,1,4.38,2016,2016
Kepler-96,1,2.67,2014,2014
Kepler-960,1,2.29,2016,2016
Kepler-961,1,2.55,2016,2016
Kepler-962,1,1.97,2016,2016
Kepler-964,1,2.12,2016,2016
Kepler-965,1,3.38,2016,2016
Kepler-966,1,4.13,2016,2016
Kepler-970,1,2.609,2016,2016
Kepler-971,1,2.13,2016,2016
Kepler-972,1,4.65,2016,2016
Kepler-973,1,1.96,2016,2016
Kepler-976,1,3.96,2016,2016
Kepler-977,1,2.62,2016,2016
Kepler-978,1,2.99,2016,2016
Kepler-979,1,2.72,2016,2016
Kepler-98,1,1.99,2014,2014
Kepler-980,1,2.67,2016,2016
Kepler-981,1,2.31,2016,2016
Kepler-982,1,2.25,2016,2016
Kepler-983,1,2.36,2016,2016
Kepler-984,1,2.12,2016,2016
Kepler-985,1,2.98,2016,2016
Kepler-986,1,2.36,2016,2016
Kepler-987,1,3.26,2016,2016
Kepler-988,1,2.07,2016,2016
Kepler-989,1,2.21,2016,2016
Kepler-99,1,1.48,2014,2014
Kepler-991,1,2.54,2016,2016
Kepler-992,1,1.62,2016,2016
Kepler-993,1,2.97,2016,2016
Kepler-994,1,1.6,2016,2016
Kepler-995,1,2.7,2016,2016
Kepler-996,1,1.98,2016,2016
Kepler-997,1,1.36,2016,2016
Kepler-998,1,2.32,2016,2016
Kepler-999,1,2.34,2016,2016
L 168-9,1,1.63,2020,2020
L 363-38,1,2.0,2023,2023
LHS 1478,1,1.242,2021,2021
LHS 1815,1,1.088,2020,2020
LHS 3154,1,3.69,2023,2023
LHS 3844,1,1.303,2019,2019
LHS 475,1,0.991,2023,2023
LP 261-75 A,1,12.1,2006,2006
LP 714-47,1,4.7,2020,2020
LSPM J2116+0234,1,3.71,2019,2019
LTT 9779,1,4.72,2020,2020
Luhman 16 A,1,11.9,2017,2017
Lupus-TR-3,1,9.976,2007,2007
M62H,1,,2024,2024
MASCARA-1,1,17.901,2017,2017
MASCARA-4,1,16.982,2020,2020
MOA-2007-BLG-192L,1,1.63,2008,2008
MOA-2007-BLG-400L,1,13.5,2008,2008
MOA-2008-BLG-310L,1,5.18,2009,2009
MOA-2008-BLG-379L,1,13.0,2013,2013
MOA-2009-BLG-266L,1,3.21,2011,2011
MOA-2009-BLG-319L,1,9.64,2010,2010
MOA-2009-BLG-387L,1,13.2,2010,2010
MOA-2010-BLG-073L,1,12.4,2012,2012
MOA-2010-BLG-117L,1,14.2,2018,2018
MOA-2010-BLG-328L,1,2.99,2013,2013
MOA-2010-BLG-353L,1,11.1,2015,2015
MOA-2010-BLG-477L,1,13.6,2012,2012
MOA-2011-BLG-028L,1,5.99,2016,2016
MOA-2011-BLG-262L,1,4.29,2014,2014
MOA-2011-BLG-291L,1,4.43,2018,2018
MOA-2011-BLG-293L,1,12.9,2012,2012
MOA-2011-BLG-322L,1,12.4,2013,2013
MOA-2012-BLG-006L,1,12.6,2017,2017
MOA-2012-BLG-505L,1,2.48,2017,2017
MOA-2013-BLG-220L,1,13.2,2014,2014
MOA-2013-BLG-605L,1,1.62,2016,2016
MOA-2015-BLG-337L,1,6.42,2018,2018
MOA-2016-BLG-227L,1,13.2,2017,2017
MOA-2016-BLG-319L,1,14.1,2018,2018
MOA-2016-BLG-526L,1,3.97,2024,2024
MOA-2019-BLG-008L,1,12.2,2022,2022
MOA-2020-BLG-135L,1,3.37,2022,2022
MOA-2020-BLG-208L,1,7.71,2023,2023
MOA-2022-BLG-033L,1,3.52,2025,2025
MOA-2022-BLG-091L,1,13.0,2025,2025
MOA-2022-BLG-249L,1,2.04,2023,2023
MOA-2022-BLG-563L,1,14.0,2024,2024
MOA-bin-1L,1,13.0,2012,2012
MOA-bin-29,1,14.1,2019,2019
MWC 758,1,,2023,2023
MXB 1658-298,1,12.0,2017,2017
NGC 2682 Sand 1429,1,13.4,2024,2024
NGC 2682 Sand 978,1,13.3,2017,2017
NGC 2682 YBP 1194,1,12.3,2014,2014
NGC 2682 YBP 1514,1,14.0,2014,2014
